"resp_nr","voted","fair_election","correct_election","secure_election","econ_own","econ_accountab"
2703,NA,1,2,1,2,NA
2704,"did not vote",2,3,5,4,1
2705,"did vote",3,1,1,2,5
2706,"did vote",2,2,2,2,4
2707,"did vote",2,3,2,2,5
2708,"did vote",4,1,1,3,2
2709,"did vote",3,1,3,1,5
2710,"did vote",3,3,1,2,5
2711,"did vote",1,1,1,2,4
2712,"did vote",2,2,1,2,5
2713,"did vote",2,2,1,2,2
2714,"did vote",1,4,2,1,5
2715,"did vote",1,5,2,1,5
2716,"did vote",1,1,1,3,5
2717,"did vote",1,1,1,2,5
2719,"did vote",3,4,2,3,5
2720,"did vote",2,3,2,4,1
2721,"did vote",2,3,2,3,3
2723,"did not vote",2,3,1,2,4
2725,"did vote",3,3,NA,3,2
2726,"did vote",3,3,1,2,5
2727,"did not vote",2,4,1,3,3
2728,"did vote",2,3,3,3,1
2729,"did vote",1,2,1,2,4
2730,"did not vote",2,3,3,3,5
2731,"did vote",2,1,1,2,5
2732,"did vote",2,2,1,1,2
2733,"did vote",1,2,2,1,NA
2734,"did vote",2,3,1,2,2
2735,NA,4,4,5,2,3
2737,"did vote",2,1,1,1,5
2738,"did not vote",1,1,1,3,3
2739,"did not vote",2,3,2,2,5
2740,"did vote",3,4,2,2,5
2742,"did vote",2,2,4,3,1
2743,"did vote",4,5,5,5,1
2745,"did vote",4,3,5,1,5
2746,"did vote",3,4,3,3,5
2747,"did vote",1,4,2,3,5
2748,"did vote",3,1,1,3,5
2749,"did vote",2,4,2,3,4
2750,"did vote",3,5,1,2,2
2751,"did vote",1,2,1,2,4
2752,"did vote",1,1,1,2,4
2753,"did vote",1,1,1,2,2
2754,"did vote",2,NA,2,2,3
2755,"did vote",2,3,1,2,2
2756,"did vote",2,3,1,2,3
2757,"did vote",2,2,1,2,3
2758,"did vote",2,2,2,2,3
2759,"did vote",1,4,2,2,2
2760,"did not vote",2,2,3,2,4
2761,"did vote",3,4,1,3,5
2762,"did vote",4,1,1,3,5
2763,"did vote",4,4,3,3,5
2765,"did vote",1,3,1,1,2
2767,"did vote",1,1,1,1,5
2768,"did vote",2,2,2,2,3
2769,"did vote",3,4,1,3,5
2770,"did vote",2,2,2,2,5
2771,"did vote",1,2,1,2,2
2772,"did vote",3,3,3,3,3
2773,"did vote",3,3,1,3,2
2774,"did vote",2,2,1,2,2
2775,"did vote",2,2,4,2,5
2776,"did vote",1,3,1,1,3
2777,"did vote",1,1,1,2,3
2778,"did vote",1,2,1,2,5
2779,"did vote",2,1,2,4,1
2780,"did vote",3,1,3,3,2
2781,"did vote",2,3,2,2,3
2782,"did vote",2,2,2,2,5
2783,"did vote",4,4,4,2,NA
2784,"did vote",2,1,1,2,1
2785,"did vote",1,1,1,3,1
2786,"did vote",3,1,1,3,2
2787,"did vote",5,4,1,2,5
2788,"did vote",2,2,1,2,5
2789,"did vote",1,2,1,1,4
2790,"did vote",3,2,1,2,5
2791,"did vote",1,1,1,1,2
2792,"did vote",2,3,2,3,2
2793,"did vote",2,1,1,3,5
2794,"did vote",3,5,1,2,3
2795,"did vote",1,3,1,3,3
2796,"did vote",1,1,1,2,2
2797,"did vote",3,5,2,2,2
2798,"did vote",2,2,1,2,4
2799,"did vote",2,4,2,3,2
2800,"did vote",2,1,2,2,5
2801,"did vote",3,3,2,3,2
2802,"did vote",1,4,3,2,4
2803,"did vote",3,2,2,1,4
2804,"did vote",4,2,1,1,5
2805,"did not vote",5,4,3,3,2
2806,"did vote",2,4,NA,2,3
2807,"did vote",2,2,1,1,5
2808,"did vote",3,3,4,2,4
2809,"did vote",1,3,2,2,3
2810,"did vote",1,NA,NA,2,NA
2811,"did vote",2,2,1,2,4
2812,"did vote",2,3,1,2,2
2813,"did vote",4,NA,NA,2,4
2815,NA,1,3,3,1,3
2816,"did vote",4,3,2,2,4
2818,"did vote",NA,5,4,2,5
2819,"did vote",1,1,2,1,5
2820,"did vote",3,5,4,4,1
2821,"did vote",2,4,2,4,3
2822,"did vote",4,4,4,4,5
2823,"did vote",2,2,2,2,2
2824,"did vote",4,1,5,2,5
2825,"did vote",1,1,1,1,3
2826,"did vote",5,5,1,2,5
2827,"did vote",1,1,1,2,3
2828,"did vote",4,3,3,3,2
2830,"did vote",1,1,1,2,2
2831,"did not vote",3,2,1,3,1
2832,"did vote",4,3,NA,2,3
2833,"did vote",3,1,5,3,2
2834,"did not vote",2,2,2,2,3
2835,"did vote",2,2,1,2,2
2836,"did vote",3,3,2,2,2
2837,"did vote",3,1,4,2,NA
2838,"did vote",1,1,1,2,3
2839,"did vote",2,1,2,4,5
2840,"did not vote",2,4,3,2,5
2841,"did not vote",1,1,1,2,3
2842,"did vote",1,3,1,5,1
2843,"did vote",3,4,5,3,5
2844,"did vote",2,2,2,2,4
2845,"did vote",2,3,1,3,2
2846,"did vote",2,1,2,2,2
2847,"did vote",1,1,2,2,4
2848,"did vote",1,2,1,3,2
2849,"did vote",3,2,4,3,1
2850,"did vote",1,1,1,2,2
2851,"did vote",1,1,1,2,3
2852,"did vote",1,1,1,1,4
2853,"did vote",3,3,3,2,2
2854,"did vote",2,2,4,3,4
2855,"did vote",2,1,3,3,1
2856,"did vote",1,1,1,3,5
2857,"did vote",1,2,2,2,4
2858,"did vote",1,1,1,2,5
2859,"did vote",1,1,1,3,NA
2860,"did vote",1,1,1,1,4
2861,"did vote",2,2,2,4,1
2862,"did vote",4,4,3,1,5
2863,"did vote",1,1,1,2,3
2864,"did vote",1,1,1,2,1
2865,"did vote",2,3,1,2,2
2866,"did vote",2,2,2,2,4
2867,"did vote",1,2,1,2,4
2869,"did vote",4,2,2,3,2
2870,"did vote",4,4,2,3,3
2871,"did vote",3,3,3,3,2
2872,"did vote",3,2,1,2,4
2874,"did vote",1,2,2,2,4
2875,"did vote",2,3,2,3,3
2876,"did not vote",3,3,3,3,3
2877,"did vote",3,4,3,2,4
2878,"did vote",3,3,3,2,5
2879,"did vote",1,1,1,2,3
2880,"did vote",1,1,2,2,3
2881,"did vote",1,1,1,2,1
2882,"did vote",1,1,1,1,4
2883,"did vote",1,1,1,2,4
2884,"did vote",2,2,2,2,2
2886,"did vote",4,2,2,1,5
2887,"did vote",2,2,1,4,2
2888,"did vote",1,3,1,1,5
2889,"did vote",1,1,1,2,2
2890,"did vote",3,2,1,1,2
2891,"did vote",2,NA,3,2,2
2892,"did vote",2,1,1,3,3
2893,"did vote",1,1,1,2,3
2894,"did vote",2,2,NA,2,NA
2895,"did vote",1,1,2,2,3
2896,"did vote",1,2,1,2,2
2897,"did vote",4,2,2,2,4
2898,"did vote",1,1,NA,4,3
2899,"did vote",2,1,2,3,2
2900,"did vote",3,3,1,3,3
2902,"did vote",4,5,5,5,1
2903,"did vote",2,1,2,2,4
2904,"did vote",2,2,1,2,2
2906,"did vote",2,2,1,2,2
2907,"did vote",3,1,2,3,3
2908,"did vote",2,1,2,1,2
2909,"did vote",2,2,1,2,4
2910,"did vote",2,2,2,3,3
2911,"did vote",1,2,2,2,NA
2912,"did vote",3,2,1,2,5
2913,"did vote",2,4,3,3,3
2914,"did vote",4,3,2,1,2
2915,"did not vote",2,3,3,2,4
2916,"did vote",3,4,2,3,5
2917,"did vote",1,1,1,2,3
2918,"did vote",1,1,1,1,2
2919,"did vote",1,1,1,1,2
2920,"did vote",1,1,1,3,NA
2921,"did vote",1,1,1,2,3
2922,"did vote",1,1,1,2,3
2923,NA,3,2,3,4,NA
2924,NA,1,2,2,1,5
2925,"did vote",3,2,3,2,4
2926,"did vote",2,1,1,2,4
2927,"did vote",1,1,1,3,2
2928,"did vote",3,3,4,2,1
2929,"did not vote",3,2,2,2,4
2930,"did vote",1,1,1,1,4
2931,"did vote",1,3,3,3,3
2932,"did vote",1,1,1,2,2
2934,"did vote",3,2,4,2,5
2935,"did vote",3,1,5,4,3
2936,"did vote",4,3,2,2,4
2937,"did vote",1,1,4,4,4
2938,"did vote",1,1,1,2,3
2939,"did vote",2,1,1,2,3
2940,"did vote",2,2,2,2,5
2941,"did vote",1,3,3,2,2
2942,"did vote",5,5,5,2,1
2943,"did vote",2,NA,NA,3,NA
2944,"did vote",1,1,1,2,2
2945,"did vote",1,1,1,2,3
2946,"did vote",2,2,2,2,NA
2947,"did not vote",3,4,4,3,1
2948,"did vote",4,2,1,4,4
2949,"did vote",2,2,1,3,3
2952,"did not vote",3,3,3,2,2
2954,"did vote",1,1,1,2,3
2955,"did vote",4,2,3,NA,2
2956,"did vote",3,4,3,3,1
2957,"did vote",2,2,3,2,3
2958,"did vote",2,2,2,2,3
2959,"did vote",2,2,2,1,3
2960,"did vote",2,1,1,3,2
2961,"did vote",3,5,5,4,2
2962,"did vote",1,1,1,3,5
2963,"did vote",1,1,2,2,2
2964,"did vote",2,2,2,3,2
2965,"did vote",4,5,4,3,2
2966,"did vote",2,2,3,2,3
2967,"did not vote",3,4,2,4,1
2968,NA,5,3,5,5,3
2969,"did vote",2,4,2,4,1
2970,"did vote",1,3,1,2,5
2971,"did vote",2,1,1,1,3
2972,"did vote",3,3,2,4,3
2973,"did vote",4,1,1,1,5
2974,"did vote",3,2,5,3,5
2975,"did vote",2,2,3,4,NA
2976,"did vote",5,3,5,2,1
2977,"did vote",2,1,1,1,4
2979,"did vote",2,3,3,2,3
2980,"did vote",2,2,2,2,2
2981,"did vote",1,1,1,2,4
2982,"did vote",3,3,4,3,2
2983,"did vote",5,5,4,2,5
2984,"did vote",1,2,2,2,3
2986,"did vote",2,1,1,2,3
2987,"did vote",1,3,1,2,5
2988,"did vote",1,1,1,2,2
2989,"did vote",3,2,4,2,2
2990,"did vote",2,2,2,2,3
2992,"did vote",1,1,1,1,4
2993,"did vote",1,NA,NA,3,2
2995,NA,1,1,1,2,3
2997,"did vote",2,1,1,1,4
2998,"did vote",3,2,1,1,5
2999,"did vote",4,3,4,2,2
3000,"did vote",1,1,4,3,1
3001,"did vote",1,1,1,1,3
3002,"did vote",2,2,2,3,5
3003,"did vote",4,2,3,2,3
3004,"did vote",1,1,1,2,2
3005,"did vote",3,3,1,2,2
3006,"did vote",2,1,1,2,5
3007,"did vote",1,1,1,4,2
3009,"did vote",2,1,1,1,4
3010,"did not vote",2,2,1,5,NA
3011,"did not vote",3,4,3,3,NA
3012,"did vote",2,NA,1,3,3
3013,"did not vote",NA,NA,NA,3,NA
3014,"did vote",1,1,1,2,2
3015,"did vote",2,1,1,2,5
3016,"did not vote",2,2,2,2,4
3017,"did vote",1,1,1,3,2
3018,"did vote",3,4,4,3,3
3019,"did vote",3,2,2,3,2
3020,"did vote",1,1,1,2,3
3022,"did vote",4,1,1,2,NA
3023,"did vote",1,1,1,2,1
3025,"did vote",2,3,1,4,1
3026,"did vote",1,1,1,1,3
3027,"did vote",1,1,2,2,5
3028,"did vote",2,2,2,2,5
3029,"did vote",1,3,2,2,3
3030,"did vote",1,2,2,3,3
3032,"did vote",2,1,2,1,5
3033,"did vote",3,2,2,2,3
3034,"did vote",1,1,1,4,1
3035,"did vote",3,2,1,2,3
3036,"did vote",2,1,1,3,3
3038,"did vote",2,1,1,3,2
3039,"did vote",1,1,1,3,3
3040,"did vote",1,1,1,2,4
3041,"did vote",2,2,1,2,2
3042,"did vote",1,1,1,3,2
3043,"did vote",3,1,2,2,3
3044,"did vote",2,2,2,3,2
3045,"did vote",4,3,4,4,2
3046,"did vote",2,2,2,2,2
3048,"did vote",3,2,2,2,5
3049,"did vote",1,1,2,2,4
3050,"did vote",3,2,3,4,4
3051,"did vote",1,1,2,2,5
3052,"did vote",5,4,4,2,1
3053,"did vote",2,4,1,4,1
3054,"did vote",1,2,1,3,NA
3055,"did vote",1,3,2,4,2
3056,"did vote",1,1,2,1,5
3057,"did vote",2,2,2,1,3
3058,"did vote",1,1,1,3,3
3059,"did vote",1,1,1,2,5
3060,"did vote",3,3,2,4,3
3061,"did vote",1,1,3,2,4
3062,"did vote",3,2,1,3,2
3063,"did vote",1,1,1,2,4
3065,"did vote",3,1,1,3,3
3066,"did vote",3,3,NA,3,NA
3068,"did vote",2,2,2,2,3
3069,"did vote",1,1,1,2,4
3070,"did vote",1,1,3,1,3
3071,"did vote",1,1,2,2,3
3072,"did vote",2,2,2,3,1
3073,"did vote",4,2,2,3,1
3074,"did vote",1,1,1,2,3
3075,"did vote",3,3,4,2,3
3076,"did vote",2,3,1,1,5
3077,"did vote",2,2,1,2,3
3078,"did vote",1,1,1,2,3
3079,"did vote",3,3,2,3,1
3080,"did vote",2,1,3,2,4
3081,"did vote",4,4,4,2,2
3082,"did vote",2,2,2,2,3
3083,"did vote",2,2,2,2,3
3085,"did vote",5,2,2,3,1
3086,"did vote",1,1,2,2,4
3087,"did vote",1,1,1,2,5
3088,"did vote",2,2,2,3,2
3089,NA,2,1,1,3,3
3090,"did vote",2,2,1,2,3
3091,"did vote",1,1,1,2,2
3092,"did vote",1,1,1,2,2
3093,"did vote",2,1,1,2,2
3094,"did vote",1,1,1,2,3
3096,"did vote",1,1,1,3,2
3097,"did vote",2,2,2,3,2
3098,NA,2,2,1,3,1
3099,"did vote",3,1,1,4,1
3101,"did vote",4,4,4,4,2
3102,"did vote",2,3,2,2,3
3104,"did vote",3,2,1,2,2
3105,"did vote",1,1,1,4,2
3106,"did vote",3,1,1,3,2
3107,"did vote",4,4,2,2,2
3108,"did vote",3,4,4,3,3
3109,"did vote",3,3,4,3,2
3110,"did vote",2,1,1,2,4
3111,"did vote",1,1,2,2,3
3112,"did not vote",2,2,2,2,4
3113,"did vote",1,1,1,3,4
3114,"did vote",1,1,1,3,2
3115,"did vote",1,1,1,2,2
3116,"did not vote",2,1,3,3,3
3117,"did vote",2,1,2,3,NA
3118,NA,2,1,2,3,5
3120,"did vote",2,1,1,2,3
3121,"did vote",3,2,3,2,3
3122,"did vote",1,1,1,1,1
3123,"did vote",3,2,1,2,4
3125,"did vote",2,2,2,2,4
3126,"did vote",2,1,1,2,3
3127,"did vote",1,1,1,2,4
3128,"did vote",5,5,1,3,1
3129,"did vote",3,1,1,4,2
3130,"did vote",4,4,2,2,2
3131,"did vote",3,2,2,3,3
3132,"did vote",2,2,2,2,2
3134,"did vote",2,2,1,2,NA
3135,"did vote",3,3,2,3,3
3136,"did vote",1,3,2,2,5
3137,"did not vote",1,1,1,2,2
3138,"did vote",2,2,4,1,2
3139,"did vote",1,1,2,3,3
3140,"did vote",2,1,1,3,4
3141,"did not vote",4,3,2,2,3
3142,"did vote",1,1,1,2,3
3143,"did vote",4,5,5,2,4
3144,"did not vote",NA,1,NA,3,2
3145,"did vote",4,1,1,2,2
3146,"did vote",1,1,1,4,1
3149,"did not vote",3,4,3,4,3
3150,"did vote",3,1,2,2,3
3151,"did vote",1,1,5,3,2
3152,"did vote",2,1,2,3,2
3153,"did vote",3,1,3,3,1
3154,"did vote",2,1,3,2,3
3156,"did vote",1,1,1,4,2
3157,"did vote",5,2,2,2,4
3158,"did vote",1,1,2,2,3
3159,"did vote",3,3,4,4,2
3160,"did vote",2,2,1,2,5
3161,"did vote",3,1,1,3,2
3162,"did not vote",1,3,4,4,2
3163,"did vote",2,2,1,2,4
3164,"did vote",3,2,1,4,2
3165,"did vote",1,1,1,2,3
3166,"did vote",1,1,1,2,1
3167,"did not vote",2,2,2,2,2
3168,"did not vote",3,1,3,2,3
3169,"did vote",1,1,1,2,4
3170,"did vote",5,2,1,3,4
3171,"did vote",1,1,1,3,4
3172,"did vote",4,1,3,2,3
3173,"did vote",2,1,2,2,4
3174,"did vote",1,3,5,2,3
3176,"did vote",4,2,3,4,2
3178,"did vote",1,1,1,2,4
3180,"did vote",3,3,3,1,3
3181,"did vote",1,1,1,2,4
3182,"did vote",2,2,1,1,5
3183,"did vote",5,4,2,2,2
3184,"did vote",1,1,1,3,2
3185,"did vote",3,2,1,3,1
3186,"did vote",3,1,5,2,4
3187,"did vote",2,1,1,2,3
3188,"did vote",1,1,2,2,2
3189,NA,2,4,4,2,2
3190,NA,3,2,2,2,5
3191,NA,3,1,2,3,5
3192,"did vote",1,1,2,3,5
3193,"did vote",2,2,3,2,3
3194,"did vote",2,3,4,4,2
3195,"did vote",3,3,4,2,2
3196,"did vote",4,4,4,3,1
3197,"did vote",2,2,2,2,3
3198,"did vote",1,1,1,2,3
3199,"did vote",3,2,1,2,3
3200,"did vote",2,1,1,3,2
3201,"did not vote",2,1,1,2,1
3202,"did vote",3,1,2,3,1
3203,"did vote",3,2,2,3,3
3204,"did vote",1,1,1,2,5
3205,"did vote",1,1,1,2,2
3206,"did vote",2,1,1,2,4
3207,"did vote",2,1,2,2,4
3209,"did vote",1,1,1,3,2
3210,"did vote",2,2,1,1,4
3212,"did vote",2,1,3,2,2
3213,"did vote",2,2,2,2,3
3214,"did vote",3,1,1,2,3
3215,"did vote",2,3,3,4,2
3216,"did vote",4,2,3,2,5
3217,"did vote",3,3,3,3,2
3219,"did vote",3,2,1,2,2
3220,"did vote",4,2,4,2,3
3223,"did vote",1,3,1,2,5
3224,"did vote",1,1,1,2,5
3225,"did vote",2,2,2,4,3
3226,"did vote",4,2,2,1,3
3228,"did vote",2,2,1,3,2
3230,"did vote",2,3,4,3,2
3231,"did vote",1,1,1,2,2
3232,"did vote",3,1,1,2,5
3233,"did vote",2,1,1,2,5
3236,"did vote",1,2,1,3,5
3238,"did vote",4,2,3,3,3
3239,"did vote",2,4,3,1,4
3241,"did vote",3,5,5,3,1
3242,"did not vote",5,4,4,4,2
3243,"did vote",4,4,4,3,2
3244,"did vote",2,2,2,2,5
3245,"did vote",4,4,3,2,5
3247,"did vote",2,2,2,3,2
3248,"did vote",1,1,2,2,3
3249,NA,3,3,4,3,2
3250,"did vote",1,1,2,2,2
3251,"did vote",1,1,1,2,1
3252,"did vote",2,1,2,1,NA
3253,"did vote",1,2,2,2,5
3254,"did vote",4,2,5,2,2
3255,"did vote",2,2,1,3,1
3256,"did vote",4,3,3,3,3
3257,"did vote",4,1,1,2,4
3258,"did vote",1,1,1,2,3
3259,"did vote",1,1,1,1,5
3261,"did vote",3,2,2,2,1
3262,"did vote",2,2,2,2,2
3264,"did vote",4,1,1,2,5
3265,"did vote",3,1,2,3,2
3266,"did vote",2,1,1,2,1
3268,"did vote",2,1,1,4,2
3269,"did vote",1,3,2,2,4
3270,"did vote",2,1,1,2,2
3271,"did vote",3,2,1,3,3
3272,"did vote",3,NA,NA,2,1
3273,"did vote",1,1,4,2,2
3274,"did vote",3,2,3,3,2
3275,"did vote",2,2,2,2,2
3276,"did vote",1,2,1,3,NA
3277,"did vote",1,1,1,2,4
3278,"did vote",3,2,3,2,4
3279,"did vote",1,3,1,2,4
3280,"did vote",1,1,1,4,2
3281,"did vote",2,2,3,2,4
3282,"did vote",3,3,2,2,5
3283,"did vote",1,1,1,2,2
3284,"did vote",2,2,2,2,2
3285,"did vote",1,4,4,2,1
3286,"did vote",1,2,1,2,4
3287,"did vote",3,1,1,4,1
3288,"did vote",2,3,2,3,2
3289,"did vote",1,1,1,3,1
3291,"did vote",1,1,1,2,3
3292,"did vote",2,3,5,2,2
3293,"did vote",2,2,2,2,2
3294,"did not vote",4,4,2,3,1
3296,NA,5,3,3,3,1
3297,"did vote",1,1,1,3,3
3298,"did vote",4,1,1,2,5
3300,"did vote",2,1,1,3,3
3301,"did vote",3,1,1,2,4
3302,"did vote",1,1,2,2,3
3304,"did vote",3,1,1,1,4
3305,"did vote",1,1,2,1,5
3306,"did vote",4,2,4,2,1
3307,"did vote",2,2,2,2,3
3310,"did vote",1,3,1,1,4
3311,"did vote",1,1,1,2,3
3312,"did vote",1,1,1,2,4
3313,"did vote",3,1,2,1,3
3314,"did vote",2,1,1,1,3
3315,"did vote",2,2,2,3,2
3317,"did vote",4,1,1,1,5
3318,"did vote",1,1,1,2,3
3319,"did vote",2,2,1,2,4
3320,"did vote",2,1,1,2,4
3321,"did vote",4,1,1,3,2
3322,"did vote",1,1,1,3,2
3323,"did vote",3,3,5,2,3
3324,"did vote",5,1,1,4,1
3325,"did vote",2,1,1,1,5
3326,"did vote",1,1,1,2,2
3327,"did not vote",4,4,5,2,5
3328,"did vote",3,4,1,3,2
3329,"did vote",3,2,2,4,2
3330,"did vote",4,2,1,2,1
3331,"did vote",4,1,1,3,5
3332,"did vote",1,1,1,1,5
3333,"did vote",2,1,1,2,3
3334,"did vote",3,2,2,1,3
3335,"did vote",2,2,1,2,5
3336,"did vote",4,3,3,2,4
3337,"did vote",2,1,2,2,2
3338,"did vote",2,1,1,1,4
3339,"did vote",3,1,1,1,2
3340,"did vote",4,1,2,2,4
3341,"did vote",1,1,2,2,1
3342,"did vote",4,4,4,2,2
3343,"did vote",2,3,2,2,4
3344,"did vote",2,2,3,3,NA
3345,"did vote",2,1,1,3,5
3346,"did vote",1,1,1,2,2
3347,"did not vote",2,2,1,4,2
3348,"did vote",3,1,1,2,4
3349,"did vote",3,4,4,3,1
3350,"did vote",2,1,1,2,2
3351,"did vote",3,1,2,2,2
3353,"did vote",5,5,5,4,1
3354,"did vote",1,2,1,2,3
3355,"did vote",4,2,2,3,3
3356,"did vote",1,1,1,2,5
3357,"did vote",2,1,2,4,3
3359,"did vote",2,3,4,4,1
3362,"did vote",3,1,1,4,2
3363,"did vote",2,2,4,3,4
3364,"did vote",1,1,1,2,2
3365,"did vote",1,1,1,2,4
3366,"did vote",2,2,1,1,5
3367,"did vote",1,1,1,2,4
3368,"did not vote",2,3,3,5,1
3370,"did vote",3,2,2,3,4
3371,"did vote",3,5,4,3,1
3372,"did vote",2,2,2,3,3
3373,"did vote",3,3,2,3,2
3374,"did vote",2,1,2,2,2
3375,"did vote",3,1,1,1,3
3376,"did vote",1,1,1,3,1
3379,"did vote",3,3,4,3,5
3380,"did vote",1,1,1,2,3
3381,"did vote",3,2,2,2,4
3382,"did vote",2,2,2,3,1
3383,"did vote",2,2,1,2,5
3384,"did vote",2,3,4,3,1
3385,"did vote",1,1,1,2,2
3386,"did vote",1,1,1,2,2
3387,"did vote",2,1,1,2,3
3388,"did vote",4,1,4,4,2
3390,"did vote",3,2,2,NA,NA
3391,"did vote",1,1,1,2,2
3392,"did vote",3,3,2,2,2
3393,"did vote",4,5,3,4,2
3394,"did vote",4,3,4,3,2
3395,"did not vote",3,NA,NA,3,2
3396,NA,2,1,2,2,2
3397,"did vote",1,1,1,2,5
3398,NA,1,1,1,1,5
3399,"did vote",4,2,1,3,1
3400,"did vote",3,3,2,2,4
3401,"did not vote",3,2,2,4,2
3402,"did vote",5,4,4,3,2
3403,"did vote",3,2,2,2,2
3404,"did vote",1,1,1,2,3
3405,"did vote",3,2,2,2,3
3406,"did vote",3,3,3,3,4
3407,"did vote",1,1,1,4,4
3408,"did vote",2,1,2,3,4
3409,NA,NA,1,1,2,2
3410,"did vote",1,1,1,2,1
3411,"did vote",3,2,2,2,2
3413,"did vote",3,2,1,3,3
3414,"did vote",1,1,1,4,1
3415,"did vote",5,2,2,3,3
3416,"did vote",3,1,1,2,5
3417,"did vote",3,2,1,3,2
3418,"did vote",4,2,4,1,5
3419,"did vote",1,1,3,3,2
3420,"did vote",3,3,2,3,4
3421,"did vote",1,2,1,3,1
3422,"did vote",3,2,1,3,4
3423,"did vote",2,1,2,1,2
3424,"did vote",2,2,2,2,3
3425,"did vote",3,2,1,3,2
3426,"did vote",3,2,1,3,3
3427,"did vote",3,2,1,3,2
3428,"did vote",1,1,1,2,2
3430,NA,2,2,2,2,NA
3432,"did vote",4,1,1,2,5
3434,"did vote",2,1,1,1,2
3435,"did vote",3,2,2,3,3
3436,"did vote",3,3,2,3,3
3437,"did vote",4,4,5,3,2
3438,"did vote",2,2,1,2,4
3439,"did vote",1,1,1,2,2
3440,"did vote",2,2,2,2,4
3441,"did vote",2,2,3,2,3
3442,"did vote",4,2,1,2,3
3443,"did vote",3,2,1,2,2
3444,"did vote",2,2,2,2,2
3445,"did vote",2,2,2,2,2
3446,"did vote",3,3,3,3,3
3447,"did not vote",2,2,1,2,2
3448,"did vote",3,2,2,3,3
3449,"did vote",4,3,4,2,5
3450,NA,1,2,2,2,2
3451,"did vote",1,2,1,2,5
3452,"did vote",4,4,1,3,3
3453,"did vote",2,1,1,3,4
3454,"did vote",2,1,1,2,2
3457,"did vote",2,2,1,2,3
3458,"did vote",3,2,3,1,5
3459,"did vote",2,3,2,4,4
3460,"did vote",2,1,1,2,5
3461,"did vote",1,1,1,2,3
3462,"did vote",3,2,2,1,3
3463,"did vote",4,1,1,3,1
3464,"did vote",2,3,2,2,3
3465,"did vote",2,2,1,1,5
3466,"did vote",2,2,2,2,4
3467,"did vote",2,1,1,2,3
3468,"did vote",2,2,2,2,3
3469,"did vote",2,2,4,2,3
3470,"did vote",3,1,1,3,3
3471,"did vote",2,1,1,2,4
3472,"did vote",1,1,1,2,2
3473,"did vote",1,NA,NA,2,1
3474,"did vote",2,2,2,3,2
3475,"did vote",1,1,1,2,3
3476,"did vote",4,5,3,3,4
3477,"did vote",1,1,2,2,2
3478,"did vote",2,2,1,3,3
3479,NA,3,2,1,4,3
3481,"did vote",2,3,2,2,5
3482,"did vote",2,1,1,4,4
3483,"did vote",2,1,1,2,3
3484,"did vote",1,1,1,3,3
3485,"did vote",2,2,2,2,3
3486,"did vote",1,2,2,1,3
3488,"did vote",2,3,1,1,4
3489,"did vote",4,2,3,2,5
3490,"did vote",4,2,2,2,3
3491,"did vote",2,2,2,1,4
3492,"did vote",1,1,1,2,2
3493,"did vote",4,2,2,4,1
3494,"did vote",2,1,1,1,4
3495,"did vote",3,4,1,4,1
3497,"did vote",1,1,1,3,2
3498,"did vote",2,1,2,2,3
3499,"did vote",2,2,2,3,3
3500,"did vote",1,1,1,4,1
3501,"did vote",1,2,1,1,3
3502,"did vote",3,1,1,1,2
3503,"did vote",2,1,1,2,3
3504,"did vote",3,3,3,3,2
3505,"did vote",3,1,1,2,2
3506,"did vote",2,2,1,2,4
3507,"did vote",2,3,2,3,3
3508,"did vote",1,1,1,2,3
3509,"did vote",3,2,2,3,3
3510,"did vote",2,1,1,2,3
3512,"did vote",2,2,1,3,1
3514,"did vote",3,1,4,3,3
3516,"did vote",3,3,3,3,2
3517,"did vote",1,1,1,1,4
3519,"did vote",2,3,3,2,2
3521,"did vote",2,2,2,2,3
3522,"did vote",1,1,1,1,1
3523,"did vote",NA,NA,NA,3,NA
3524,"did vote",3,2,4,2,3
3525,"did vote",2,2,1,2,3
3526,"did vote",1,1,1,3,1
3527,"did vote",1,2,3,4,1
3528,"did vote",4,1,1,3,1
3529,"did vote",2,1,1,2,1
3530,"did vote",1,1,1,2,5
3531,"did not vote",3,2,3,3,4
3532,"did vote",2,2,1,1,4
3533,"did vote",1,1,1,2,3
3534,"did vote",2,2,2,2,3
3535,"did vote",4,4,4,4,2
3536,"did vote",2,1,1,2,2
3537,"did vote",3,1,2,1,NA
3538,"did vote",1,1,1,4,2
3539,"did vote",3,3,3,2,1
3541,"did not vote",1,3,3,3,2
3544,"did vote",3,2,3,3,2
3545,"did vote",3,1,1,2,3
3546,"did vote",2,3,1,2,3
3547,"did vote",1,2,3,2,2
3548,"did vote",2,2,2,2,4
3549,"did vote",3,1,1,2,1
3550,"did vote",2,2,2,4,2
3551,"did vote",2,2,2,2,2
3552,"did vote",4,2,1,3,2
3553,"did vote",NA,NA,NA,3,2
3554,"did vote",1,2,2,2,NA
3555,"did vote",1,1,1,2,1
3556,"did vote",4,1,2,4,2
3557,"did vote",2,1,2,3,5
3558,"did not vote",5,2,2,3,4
3559,"did vote",3,2,1,3,5
3560,"did vote",4,2,1,1,4
3561,"did vote",3,4,4,2,2
3564,"did vote",4,1,1,2,2
3565,"did vote",1,1,1,2,4
3566,"did vote",1,1,1,1,4
3567,"did vote",2,2,2,3,3
3568,"did vote",2,2,2,3,2
